,published_date,title,publisher,kode_emitten,title_en
1794,2023-04-20,BRI Bidik Transaksi Kartu Uang Elektronik BRIZZI di Musim Mudik Lebaran 2023,Kontan,BBRI,BRI Aims for BRIZZI Electronic Money Card Transactions in the 2023 Eid Homecoming Season
1795,2023-04-20,"Lewat BRIGesit, Layanan BRI Tetap Optimal Saat Lebaran",CNBC Indonesia,BBRI,"Through BRIGesit, BRI services remain optimal during Eid"
1796,2023-04-21,"Mudik Bersama BUMN, BRI Group Siapkan 7.500 Seat Mudik Gratis",CNBC Indonesia,BBRI,"Joint Homecoming for BUMN, BRI Group Prepares 7,500 Free Homecoming Seats"
1797,2023-04-22,Asyik! Sabrina BRI Siap Temukan Merchant Dengan Promo Menarik,CNBC Indonesia,BBRI,Fun! Sabrina BRI Ready to Find Merchants with Attractive Promotions
1798,2023-04-22,Top! BRI Bagi Bonus Spesial Paket Data dan Top Up Pulsa,CNBC Indonesia,BBRI,Top! BRI Gives Special Bonuses for Data Packages and Top Up Credit
1799,2023-04-22,"Manjakan Pemudik, BRI Sediakan Posko Mudik Asyik Bersama BUMN",CNBC Indonesia,BBRI,"Pampering Homecomers, BRI Provides Fun Homecoming Post with BUMN"
1800,2023-04-24,"BRI Buka Program IT Internship Bootcamp BRI, Catat Jadwalnya",CNBC Indonesia,BBRI,"BRI Opens BRI IT Internship Bootcamp Program, Note the Schedule"
1801,2023-04-25,BRI Bawa UMKM Makanan Minang Mentas di Singapura,CNBC Indonesia,BBRI,BRI Brings Minang Food MSMEs to Singapore
1802,2023-04-25,"Geliat Arus Balik, BRI (BBRI) Sediakan 21 Titik Posko Mudik",Bisnis,BBRI,"As the flow returns, BRI (BBRI) provides 21 homecoming command posts"
1803,2023-04-26,"IHSG Ditutup Zona Hijau, Saham BBCA, BBRI, ASII & BMRI Laris Manis",Bisnis,BBRI,"JCI Closed in Green Zone, BBCA, BBRI, ASII & BMRI Shares Selling Well"
1804,2023-04-27,"Laba Bank BRI Kuartal I-2023 Naik 27,4% Jadi Rp 15,56 T",CNBC Indonesia,BBRI,BRI Bank Profit in First Quarter 2023 Increases 27.4% to IDR 15.56 T
1805,2023-04-27,"Saham BYAN Naik 10,54%, Kapitalisasi Pasarnya No.2 Salip BRI",CNBC Indonesia,BBRI,"BYAN Shares Rise 10.54%, Market Capitalization No. 2 Overtakes BRI"
1806,2023-04-27,Top! BRI Bawa Produsen Makanan Minang Instan Ini Mendunia,CNBC Indonesia,BBRI,Top! BRI Brings This Minang Instant Food Manufacturer to the World
1807,2023-04-27,"Top! Penyaluran Naik, Kredit Macet BRI Malah Turun Jadi 2,86%",CNBC Indonesia,BBRI,"Top! Disbursement Increases, BRI Bad Loans Actually Drop to 2.86%"
1808,2023-04-27,"BRI Raup Laba Bersih Rp 15,56 Triliun di Kuartal I 2023",Kontan,BBRI,BRI Earns Net Profit of IDR 15.56 Trillion in the First Quarter of 2023
1809,2023-04-27,"Krisis Bank AS Ngeri! Tenang, BRI Punya 'Obat Penangkalnya'",CNBC Indonesia,BBRI,"US Bank Crisis Horrible! Don't worry, BRI has the 'antidote'"
1810,2023-04-27,"Laba BRI (BBRI) Tembus Rp15,56 Triliun Pada Kuartal I/2023",Bisnis,BBRI,BRI (BBRI) Profit Reaches IDR 15.56 Trillion in Quarter I/2023
1811,2023-04-27,"Sengit, Kapitalisasi Pasar BRI Kembali Salip Bayan Resources",CNBC Indonesia,BBRI,"Fierce, BRI Market Capitalization Again Overtakes Bayan Resources"
1812,2023-04-28,Sektor Ini Jadi Mesin Pertumbuhan Laba BRI,CNBC Indonesia,BBRI,This sector is BRI's profit growth engine
1813,2023-04-28,"Penyaluran KUR Dinilai Lamban, Ini Penjelasan BRI",CNBC Indonesia,BBRI,"KUR distribution is considered slow, this is BRI's explanation"
1814,2023-04-28,"BRI Danareksa Garap Proyek Rp 100 T Andalan Jokowi, Apa?",CNBC Indonesia,BBRI,"BRI mutual funds Working on Jokowi's Mainstay IDR 100 T Project, What?"
1815,2023-04-28,"Cetak Laba Rp 15,56 T Dalam 3 Bulan, Bos BRI Ungkap 'Rahasia'",CNBC Indonesia,BBRI,"Printing Rp 15.56 T Profit in 3 Months, BRI Boss Reveals 'Secret'"
1816,2023-04-28,Mandiri Sekuritas dan BRI Danareksa Pertahankan Posisi Beli Saham GOTO,Bisnis,BBRI,Mandiri Securities and BRI mutual funds Maintain Buy Position in GOTO Shares
1817,2023-04-29,"Penyaluran KUR Awal Tahun Lambat, Ini Alasannya Menurut BRI (BBRI)",Bisnis,BBRI,"KUR Distribution at the Beginning of the Year is Slow, Here's the Reason According to BRI (BBRI)"
1818,2023-04-30,Pengusaha Madu Siantar Berdayakan Masyarakat Bareng BRI,CNBC Indonesia,BBRI,Siantar Honey Entrepreneurs Empower Communities Together with BRI
1819,2023-04-30,BRI Danareksa Sekuritas Rampungkan Transaksi Rp100 Triliun Lebih pada 2022,Bisnis,BBRI,BRI mutual funds securities Completes Transactions of More than IDR 100 Trillion in 2022
1820,2023-04-30,"Kala BBRI, BMRI, BNI, BBCA Dulang Cuan dari Fee Based Income",Bisnis,BBRI,"When BBRI, BMRI, BNI, BBCA Earn Profits from Fee Based Income"
1821,2023-05-02,"Laba Bersih Melesat di Kuartal I 2023, Simak Rekomendasi Saham BRIS",Kontan,BBRI,"Net Profit Soars in the First Quarter of 2023, Check Out BRIS Share Recommendations"
1822,2023-05-02,"IHSG Dibuka Melemah ke 6.897, Saham BMRI, BBRI, BBCA, dan TLKM Laris Manis",Bisnis,BBRI,"JCI Opens Weaker to 6,897, Shares of BMRI, BBRI, BBCA and TLKM Sell Well"
1823,2023-05-04,Ini Kata BRI Soal Aturan PPN Baru Terkait Lelang Agunan Kredit Macet,Kontan,BBRI,This is what BRI said regarding the new VAT rules regarding the auction of bad credit collateral
1824,2023-05-04,"IHSG Sesi I Rebound ke 6.829, Saham GOTO, BBRI dan BBCA Jadi Penopang",Bisnis,BBRI,"IHSG Session I Rebounds to 6,829, GOTO, BBRI and BBCA Shares Become Support"
1825,2023-05-05,"3 Saham Ini Jadi Penahan Koreksi IHSG, Ada BBRI",CNBC Indonesia,BBRI,"These 3 stocks are a barrier to the JCI correction, there is BBRI"
1826,2023-05-05,"Didukung BRI, Startup Plepah Eksis di Hannover Messe 2023",CNBC Indonesia,BBRI,"Supported by BRI, Startup Plepah Exists at Hannover Messe 2023"
1827,2023-05-05,"'Jalan Digital' BRI Life Hasilkan Premi Rp222,3 Miliar per Maret 2023",Bisnis,BBRI,BRI Life's 'Digital Road' Generates Premiums of IDR 222.3 Billion as of March 2023
1828,2023-05-06,"Meski IHSG Lesu, Investor Asing Asyik Borong Saham ASII, ICBP, hingga BBRI",Bisnis,BBRI,"Despite Sluggish IHSG, Foreign Investors Happily Buy Up ASII, ICBP, and BBRI Shares"
1829,2023-05-06,"IHSG Pekan Depan Bisa di Atas 6.800, Cek Saham BBCA, BBRI & AKRA",Bisnis,BBRI,"IHSG Next Week Could Be Above 6,800, Check BBCA, BBRI & AKRA Shares"
1830,2023-05-07,"BUMN Setor Dividen Rp 80,2 T, BRI Jadi Kontributor Terbesar",CNBC Indonesia,BBRI,"BUMN Pays Dividends of IDR 80.2 T, BRI Becomes Biggest Contributor"
1831,2023-05-07,"Obituari Hendro Padmono Direktur Utama Jamkrindo, Bankir Karir BRI",Bisnis,BBRI,"Obituary of Hendro Padmono, President Director of Jamkrindo, BRI Career Banker"
1832,2023-05-07,"Adu Kontribusi Anak Usaha Saat Laba BRI, Bank Mandiri, BCA, Hingga BNI Jumbo",Bisnis,BBRI,"Contribution of Subsidiaries to the Profits of BRI, Bank Mandiri, BCA, and BNI huge"
1833,2023-05-08,Segmen Mikro Jadi Kunci BRI Raih Laba Tinggi di Kuartal I,CNBC Indonesia,BBRI,Micro Segment is Key to BRI's High Profit in Q1
1834,2023-05-08,Segmen Mikro Jadi Kunci BRI Cetak Laba Jumbo pada Kuartal I-2023,Kontan,BBRI,The Micro Segment is the Key to BRI Making huge Profits in the First Quarter of 2023
1835,2023-05-09,Top! Transaksi QRIS BRI Melonjak 1000% Saat Libur Lebaran,CNBC Indonesia,BBRI,Top! BRI QRIS transactions soared 1000% during the Eid holiday
1836,2023-05-09,"BRI Targetkan Akuisisi 3,25 Juta Merchant QRIS dan Sales 5 Triliun di 2023",Kontan,BBRI,BRI Targets Acquisition of 3.25 Million QRIS Merchants and Sales of 5 Trillion in 2023
1837,2023-05-10,3 Cara Transfer dan Kode DANA BRI Lewat BRImo dan ATM BRI,Bisnis,BBRI,3 Ways to Transfer and Code BRI DANA Via BRImo and BRI ATM
1838,2023-05-11,"Kompak Turun, Harga Saham BRIS dan BBCA Merah di Perdagangan Bursa Kamis (11/5)",Kontan,BBRI,BRIS and BBCA Share Prices Down in Red in Stock Exchange Trading on Thursday (11/5)
1839,2023-05-11,"Terapkan Strategi Hybrid Bank, Jumlah AgenBRILink Meningkat Pesat di Kuartal I-2023",Kontan,BBRI,"Applying the Hybrid Bank Strategy, the Number of BRILink Agents Increases Rapidly in the First Quarter of 2023"
1840,2023-05-11,"Kurs Dolar di Bank Mandiri, BCA, BNI, dan BRI Hari Ini (11/5) saat Rupiah Berbalik Menguat",Bisnis,BBRI,"Dollar Exchange Rates at Bank Mandiri, BCA, BNI, and BRI Today (11/5) when the Rupiah Turns Stronger"
1841,2023-05-11,"Komitmen Bisnis Berkelanjutan, BRI Gabung Jadi Member UNGC",CNBC Indonesia,BBRI,"Commitment to Sustainable Business, BRI Joins to Become a Member of UNGC"
1842,2023-05-11,Hitungan Kasar Bos BRI (BBRI) Laba Tahun Ini Sekitar Rp57 Triliun,Bisnis,BBRI,BRI (BBRI) Boss's Rough Calculation This Year's Profit Is Around IDR 57 Trillion
1843,2023-05-12,"BBRI Hingga GOTO, Ini 10 Saham yang Diborong Asing Kemarin",CNBC Indonesia,BBRI,"BBRI to GOTO, these are 10 shares bought up by foreigners yesterday"
1844,2023-05-15,"IHSG Rawan Koreksi, Cermati Saham CTRA, BBRI, hingga LSIP",Bisnis,BBRI,"IHSG Prone to Correction, Pay Attention to CTRA, BBRI, and LSIP Shares"
1845,2023-05-15,"Likuiditas Terjaga, BRI (BBRI) Optimistis Kredit Tumbuh hingga 12 Persen",Bisnis,BBRI,"Maintained Liquidity, BRI (BBRI) Optimistic that Credit will Grow by 12 Percent"
1846,2023-05-16,"Kode Keras BRI, Royal Bagi Dividen Jumbo hingga 2027",CNBC Indonesia,BBRI,"BRI Hard Code, Royal Shares huge Dividends until 2027"
1847,2023-05-16,"IHSG Hari Ini Bisa Hijau, Saham BBRI, TLKM hingga ANTM Layak Beli",Bisnis,BBRI,"Today's JCI could be green, BBRI, TLKM and ANTM shares are worth buying"
1848,2023-05-16,BRI Sediakan Fitur Optimalisasi Transaksi Valas Lewat BRImo,Kontan,BBRI,BRI Provides Forex Transaction Optimization Features Via BRImo
1849,2023-05-17,"IHSG Rawan Koreksi, Saham BBRI, INDF, INKP, SMGR Bisa Dikoleksi",Bisnis,BBRI,"IHSG is prone to correction, BBRI, INDF, INKP, SMGR shares can be collected"
1850,2023-05-19,Top! Saham BBRI Sentuh Rekor Tertinggi Sepanjang Sejarah,CNBC Indonesia,BBRI,Top! BBRI Shares Hit the Highest Record in History
1851,2023-05-19,"Video: Saham Bank Big Cap Ngamuk, BRI Tembus All Time High",CNBC Indonesia,BBRI,"Video: Big Cap Bank Shares Go Raging, BRI Breaks All Time High"
1852,2023-05-19,Top! Saham BBRI Cetak Rekor Harga Tertinggi Baru di 5.400,CNBC Indonesia,BBRI,"Top! BBRI Shares Set New Record High at 5,400"
1853,2023-05-19,"Indeks Bisnis-27 Dibuka Menguat, Saham ASII, BMRI, BBRI Paling Cuan",Bisnis,BBRI,"Business Index-27 Opens Stronger, ASII, BMRI, BBRI Shares Most Profitable"
1854,2023-05-19,"IHSG Melambung ke 6.700, Saham BBCA, BBRI, GOTO Ngebut",Bisnis,BBRI,"JCI soars to 6,700, shares of BBCA, BBRI, GOTO speed up"
1855,2023-05-19,"IHSG Dibuka Menguat ke 6.686, Saham BBCA, BBRI dan ASII Hijau",Bisnis,BBRI,"JCI Opens Stronger to 6,686, BBCA, BBRI and ASII Shares Green"
1856,2023-05-21,"BI7DRR Diramal Turun, BRI (BBRI) Buka Ruang Penyesuaian Suku Bunga",Bisnis,BBRI,"BI7DRR Predicted to Decrease, BRI (BBRI) Opens Room for Interest Rate Adjustments"
1857,2023-05-21,"Saham BBRI Kembali Sentuh Rekor Tertinggi, Begini Kata Bos BRI",Kontan,BBRI,"BBRI Shares Hit Record High Again, That's What BRI Boss Says"
1858,2023-05-22,"Saham BRI (BBRI) All Time High, Kapitalisasi Pasar Rp826 Triliun",Bisnis,BBRI,"BRI (BBRI) Shares All Time High, Market Capitalization IDR 826 Trillion"
1859,2023-05-22,"Diborong Asing, Saham BBRI Sentuh Rekor Harga Baru Rp 5.425",CNBC Indonesia,BBRI,"Bought by Foreigners, BBRI Shares Hit New Record Price of IDR 5,425"
1860,2023-05-22,"IHSG Ditutup Hijau, Saham BBRI, BMRI, ADRO Cuan Banyak",Bisnis,BBRI,"IHSG Closes Green, BBRI, BMRI, ADRO Shares Make Lots of Profit"
1861,2023-05-23,Cuan! Saham BRI Cetak Rekor Tertinggi 3 Hari Beruntun,CNBC Indonesia,BBRI,Money! BRI Shares Print Highest Record for 3 Consecutive Days
1862,2023-05-23,"Indeks Bisnis-27 Dibuka Hijau, Saham MAPI, BBRI dan UNTR Bertabur Cuan",Bisnis,BBRI,"Business-27 Index Opens Green, MAPI, BBRI and UNTR Shares Sprinkle with Profits"
1863,2023-05-23,"Harga Saham BRI (BBRI) All Time High, Bandingkan Kinerja Aset dan Laba 5 Tahun Terakhir",Bisnis,BBRI,"BRI (BBRI) Share Price All Time High, Compare Asset and Profit Performance for the Last 5 Years"
1864,2023-05-23,"Biaya Kartu Debit Mandiri Mau Naik, Ini Perbandingan dengan BCA, BRI, dan BNI",Bisnis,BBRI,"Mandiri Debit Card Fees Want to Increase, This is a Comparison with BCA, BRI and BNI"
1865,2023-05-23,Tangan Besi Tiga Tengkulak Penggerak Saham BRI (BBRI),Bisnis,BBRI,The Iron Hands of Three Middlemen Driving BRI Shares (BBRI)
1866,2023-05-23,"Perkuat Keamanan Digital, Anggaran Capex IT BRI Naik 5% pada Tahun Ini",Kontan,BBRI,"Strengthening Digital Security, BRI's IT Capex Budget Increases 5% This Year"
1867,2023-05-23,"IHSG Sesi I Menguat ke 6.754, Saham BBRI, BBCA dan GOTO Paling Laris",Bisnis,BBRI,"IHSG Session I Strengthens to 6,754, BBRI, BBCA and GOTO Shares Best Selling"
1868,2023-05-23,"IHSG Dibuka Melejit, Saham BBRI All Time High, GOTO Tebar Cuan",Bisnis,BBRI,"JCI Opens Skyrocketing, BBRI Shares All Time High, GOTO Spreads Profits"
1869,2023-05-24,Modal Ventura Besutan BRI Mau Tebar Dividen Yield 12%-14%,CNBC Indonesia,BBRI,Venture Capital Made by BRI Wants to Spread Dividend Yield of 12%-14%
1870,2023-05-24,"Wow! 4 Hari Beruntun Saham BBRI Sentuh Rekor, Kamu Punya?",CNBC Indonesia,BBRI,"Wow! 4 Days in a Row BBRI Shares Hit Records, Do You Have It?"
1871,2023-05-24,"Syarat dan Cara Buka Rekening BRI secara Online, Tak Perlu ke Kantor Cabang",Bisnis,BBRI,"Terms and How to Open a BRI Account Online, No Need to Go to a Branch Office"
1872,2023-05-24,"Saham BRI (BBRI) Beruntun Sentuh Rekor Tertinggi, Bagaimana Prospeknya?",Bisnis,BBRI,"BRI (BBRI) Shares Continuously Hit Record Highs, What Are the Prospects?"
1873,2023-05-24,Cuan Investasi Sukuk Tabungan ST010 Bersama BRI Prioritas,CNBC Indonesia,BBRI,ST010 Savings Sukuk Investment Profits with BRI Prioritas
1874,2023-05-24,Terpopuler Hari Ini: Penggerak Saham BRI (BBRI) dan Sosok Bos Sinar Mas Franky Widjaja,Bisnis,BBRI,Most Popular Today: BRI (BBRI) Stock Drivers and Sinar Mas Boss Franky Widjaja
1875,2023-05-25,"IHSG Sesi I Melemah ke 6.719, Saham BBRI, GOTO dan ADRO Merah",Bisnis,BBRI,"IHSG Session I Weakened to 6,719, BBRI, GOTO and ADRO Shares were Red"
1876,2023-05-25,"Saham BBRI Cetak Rekor Terus, Mau Pepet BBCA Nih?",CNBC Indonesia,BBRI,"BBRI Shares Keep Printing Records, Do You Want to Get BBCA?"
1877,2023-05-25,Modal Ventura Milik BRI Mau Bawa Startup Melantai di Bursa,CNBC Indonesia,BBRI,BRI's Venture Capital Wants to Bring Startups to the Stock Exchange
1878,2023-05-26,"Indeks Bisnis-27 Ditutup Hijau, Saham TBIG, BBRI dan MIKA Paling Untung",Bisnis,BBRI,"Business-27 Index Closed Green, TBIG, BBRI and MIKA Shares Most Profitable"
1879,2023-05-26,"IHSG Sesi I Melemah Tipis ke 6.703, Saham BBRI, BBCA dan SAGE Paling Laris",Bisnis,BBRI,"IHSG Session I Weakened Slightly to 6,703, BBRI, BBCA and SAGE Shares Are Best Selling"
1880,2023-05-28,"Andalkan Ekosistem BRI untuk Dongkrak Kredit, Bank Raya (AGRO) Gaet Laku Pandai",Bisnis,BBRI,"Relying on the BRI Ecosystem to Boost Credit, Bank Raya (AGRO) Attracts in demand Pandai"
1881,2023-05-29,"Saham GOTO Jadi Favorit Investor Ritel, Terbanyak Setelah BBRI",Bisnis,BBRI,"GOTO Shares Become Retail Investors' Favorite, Most After BBRI"
1882,2023-05-29,"BRI (BBRI) Catat Kredit UMKM Tembus Rp989,64 Triliun, Bidik Porsi Capai 85 Persen pada 2024",Bisnis,BBRI,"BRI (BBRI) Records MSME Credit Reaching IDR 989.64 Trillion, Aiming for Portion to Reach 85 Percent in 2024"
1883,2023-05-29,Perkuat Literasi Digital BRImo Catatkan Volume Transaksi Rp1.201 Triliun,Kontan,BBRI,"Strengthening Digital Literacy BRImo Records Transaction Volume of IDR 1,201 Trillion"
1884,2023-05-29,"Menimbang Saham Bank Kakap (BBCA, BMRI, BBRI, BBNI) Jelang Pemilu, Buy or Bye?",Bisnis,BBRI,"Considering Big Bank Shares (BBCA, BMRI, BBRI, BBNI) Ahead of the Election, Buy or Bye?"
1885,2023-05-29,Bocoran Manajemen BRI Agar Kredit dapat Bunga Single Digit,Bisnis,BBRI,BRI Management Leaks So Credit Can Get Single Digit Interest
1886,2023-05-29,"Mau Nonton Messi dkk 'Jalur Dewa', Wajib Punya Kartu BRI!",CNBC Indonesia,BBRI,"If you want to watch Messi et al's 'God's Path', you must have a BRI card!"
1887,2023-05-30,"Kurs Dollar-Rupiah di BRI pada Selasa, 30 Mei 2023, Tengah Hari",Kontan,BBRI,"Dollar-Rupiah exchange rate at BRI on Tuesday, May 30 2023, Midday"
1888,2023-05-30,"IHSG Sesi I Menguat Tipis ke 6.681, Saham BBCA, GOTO dan BBRI Paling Laris",Bisnis,BBRI,"IHSG Session I Strengthens Slightly to 6,681, BBCA, GOTO and BBRI Shares Are Best Selling"
1889,2023-05-30,"BRI Life Cetak Premi Bruto Rp8,78 Triliun pada 2022, Tumbuh 29 Persen",Bisnis,BBRI,"BRI Life Prints Gross Premiums of IDR 8.78 Trillion in 2022, Grows 29 Percent"
1890,2023-05-30,"Siasat ARTO, BBCA, dan BBRI Berlindung dari Ancaman Peretasan",Bisnis,BBRI,"ARTO, BBCA, and BBRI Strategies to Protect from Hacking Threats"
1891,2023-05-30,"Cara 'War' Tiket RI Vs Argentina Lewat BRI, Auto Jalur Dewa!",CNBC Indonesia,BBRI,"How to 'War' RI Vs Argentina Tickets Via BRI, Auto God's Path!"
1892,2023-05-31,"Kurs Dolar AS Bank Mandiri, BCA, BNI, dan BRI Hari Ini (31/5)",Bisnis,BBRI,"Bank Mandiri, BCA, BNI and BRI US Dollar Exchange Rates Today (31/5)"
1893,2023-05-31,BRI Bidik 5 Juta Pengguna QRIS di Sulsel Tahun Ini,Bisnis,BBRI,BRI Aims for 5 Million QRIS Users in South Sulawesi This Year
1894,2023-06-01,BRI (BBRI) Siap Lunasi Obligasi Jatuh Tempo Juni 2023,Bisnis,BBRI,BRI (BBRI) Ready to Pay Off Bonds Due June 2023
1895,2023-06-01,"Lewati BBCA, BBRI, & TLKM, Saham GOTO Pimpin Penggerak IHSG 2023",Bisnis,BBRI,"Passing BBCA, BBRI, & TLKM, GOTO Shares Lead IHSG 2023 Drivers"
1896,2023-06-05,"Nasabah BRI Bisa Beli Tiket Indonesia vs Argentina Mulai Hari Ini, Simak Caranya!",Bisnis,BBRI,"BRI Customers Can Buy Indonesia vs Argentina Tickets Starting Today, See How!"
1897,2023-06-05,"IHSG Sesi I Melemah Tipis ke 6.631, Saham ASII, BBCA dan BBRI Paling Laris",Bisnis,BBRI,"IHSG Session I Weakened Slightly to 6,631, ASII, BBCA and BBRI Shares Are Best Selling"
1898,2023-06-06,"Menuju IPO, Laba Bersih Pertamina Hulu Energi (PHE) Lampaui BRI",Bisnis,BBRI,"Towards the IPO, Pertamina Hulu Energi (PHE) Net Profit Exceeds BRI"
1899,2023-06-07,Begini Syarat Mengajukan KUR BRI 2023 Usaha Kurang dari 6 Bulan,Bisnis,BBRI,These are the requirements for applying for BRI KUR 2023 for businesses of less than 6 months
1900,2023-06-07,Nasabah Bank Raya (AGRO) Kini Bisa Tarik Tunai Tanpa Kartu di ATM BRI,Bisnis,BBRI,Bank Raya (AGRO) customers can now withdraw cash without a card at BRI ATMs
1901,2023-06-08,"Jelang IPO, Laba Pertamina Hulu (PHE) Salip BRI, BCA, hingga Induknya Pertamina",Bisnis,BBRI,"Ahead of IPO, Pertamina Hulu (PHE) Profits Overtake BRI, BCA, and Its Parent Pertamina"
1902,2023-06-08,"Tekan Kredit Macet, BRI Percepat Penjualan Aset-Aset Bermasalah",Kontan,BBRI,"Reducing Bad Credit, BRI Accelerates Sales of Problem Assets"
1903,2023-06-08,"Fee Based Income BRI (BBRI) Tumbuh Dobel Digit, Tembus Rp5,08 T",Bisnis,BBRI,"BRI (BBRI) Fee Based Income Grows Double Digits, Reaches IDR 5.08 T"
1904,2023-06-08,Cermati Strategi Bank Rakyat Indonesia (BBRI) Tekan Kredit Macet,Kontan,BBRI,Pay attention to Bank Rakyat Indonesia's (BBRI) strategy to reduce bad credit
1905,2023-06-11,"Deretan Bank Paling Bernilai di Indonesia, BRI Rp63 T Hingga BCA Rp42 T",Bisnis,BBRI,"The Most Valuable Banks in Indonesia, BRI IDR 63 T to BCA IDR 42 T"
1906,2023-06-12,"IHSG Dibuka Melemah, Saham TLKM, BBRI, hingga GOTO Ikut Turun",Bisnis,BBRI,"IHSG Opens Weak, TLKM, BBRI, and GOTO Shares Also Fall"
1907,2023-06-12,"Palagan BRI, Mandiri, BNI hingga BCA Kerek Fee Based Income",Bisnis,BBRI,"BRI, Mandiri, BNI and BCA are gaining fee based income"
1908,2023-06-12,"Cek Rekomendasi Saham BMRI, BBRI, BBNI, ANTM, SMGR, TLKM, dan JSMR dari Pilarmas",Kontan,BBRI,"Check Recommendations for BMRI, BBRI, BBNI, ANTM, SMGR, TLKM, and JSMR Shares from Pilarmas"
1909,2023-06-12,"Mulai BBRI Hingga BBCA, Ini Deretan Bank Paling Bernilai di Indonesia",Kontan,BBRI,"From BBRI to BBCA, this is a list of the most valuable banks in Indonesia"
1910,2023-06-12,"Top! BBCA, BMRI, BBRI, BBNI Raup Laba Bersih Rp53,9 Triliun Per April 2023",Bisnis,BBRI,"Top! BBCA, BMRI, BBRI, BBNI Earn Net Profit of IDR 53.9 Trillion as of April 2023"
1911,2023-06-13,BRI Pede Tahan Banting dari Utang BUMN Karya,CNBC Indonesia,BBRI,BRI Confident of Resilient from BUMN Karya's Debt
1912,2023-06-13,"Mulai Hari Ini, Bank BRI Menawarkan Obligasi Subordinasi IV Rp 500 Miliar",Kontan,BBRI,"Starting today, Bank BRI is offering Subordinated Bonds IV of IDR 500 billion"
1913,2023-06-13,"BNI (BBNI) dan BRI (BBRI) Happy, Bisnis Wealth Management Makin Subur",Bisnis,BBRI,"BNI (BBNI) and BRI (BBRI) Happy, the Wealth Management Business is Increasingly Fertile"
1914,2023-06-13,Indeks Bisnis-27 Ditutup Menguat Tertopang Saham BBRI dan AMRT,Bisnis,BBRI,The Business-27 Index Closed Stronger Supported by BBRI and AMRT Shares
1915,2023-06-13,Bos BRI (BBRI) Pede Laba Tembus Lebih dari Rp17 Triliun Kuartal II/2023,Bisnis,BBRI,BRI (BBRI) Boss Confident Profits Will Reach More Than IDR 17 Trillion in Quarter II/2023
1916,2023-06-13,"Utang BUMN Karya di Himbara Tembus Rp70 Triliun, Bos BRI Buka Suara",Bisnis,BBRI,"BUMN Karya's debt in Himbara reaches IDR 70 trillion, BRI boss opens his voice"
1917,2023-06-14,"BSI akan Kedatangan Investor Baru Pengganti BRI dan BNI, Begini Update-nya",Bisnis,BBRI,"BSI will welcome new investors to replace BRI and BNI, here's the update"
1918,2023-06-14,BRI Finance Bakal Terbitkan Obligasi II Tahun 2023 senilai Rp500 Miliar,Bisnis,BBRI,BRI Finance to Issue Bonds II in 2023 Worth IDR 500 Billion
